Date,Price
2017-06-27,2593.17
2017-06-28,2584.56
2017-06-29,2561.56
2017-06-30,2499.98
2017-07-01,2460.2
2017-07-02,2529.78
2017-07-03,2581.07
2017-07-04,2625.07
2017-07-05,2629.27
2017-07-06,2619.11
2017-07-07,2521.24
2017-07-08,2579.93
2017-07-09,2525.67
2017-07-10,2371.96
2017-07-11,2332.19
2017-07-12,2423.16
2017-07-13,2364.52
2017-07-14,2232.65
2017-07-15,1993.26
2017-07-16,1938.94
2017-07-17,2244.26
2017-07-18,2327.9
2017-07-19,2294.4
2017-07-20,2877.39
2017-07-21,2694.29
2017-07-22,2838.81
2017-07-23,2762.63
2017-07-24,2779.04
2017-07-25,2591.22
2017-07-26,2550.18
2017-07-27,2697.47
2017-07-28,2805.18
2017-07-29,2720.08
2017-07-30,2746.33
2017-07-31,2873.83
2017-08-01,2735.59
2017-08-02,2723.58
2017-08-03,2814.36
2017-08-04,2883.68
2017-08-05,3301.76
2017-08-06,3255
2017-08-07,3431.97
2017-08-08,3453.16
2017-08-09,3377.54
2017-08-10,3445.28
2017-08-11,3679.61
2017-08-12,3917.65
2017-08-13,4111.2
2017-08-14,4382.74
2017-08-15,4204.43
2017-08-16,4425.3
2017-08-17,4316.34
2017-08-18,4159.46
2017-08-19,4206.13
2017-08-20,4111.22
2017-08-21,4054.94
2017-08-22,4137.67
2017-08-23,4191.22
2017-08-24,4362.47
2017-08-25,4408.32
2017-08-26,4387.46
2017-08-27,4394.51
2017-08-28,4439.66
2017-08-29,4648.13
2017-08-30,4630.73
2017-08-31,4764.87
2017-09-01,4950.72
2017-09-02,4643.97
2017-09-03,4631.69
2017-09-04,4319.72
2017-09-05,4422.12
2017-09-06,4626.72
2017-09-07,4638.1
2017-09-08,4317.54
2017-09-09,4291.88
2017-09-10,4191.17
2017-09-11,4188.84
2017-09-12,4148.27
2017-09-13,3874.26
2017-09-14,3226.41
2017-09-15,3686.9
2017-09-16,3678.74
2017-09-17,3672.57
2017-09-18,4067.08
2017-09-19,3897
2017-09-20,3858.09
2017-09-21,3612.68
2017-09-22,3603.31
2017-09-23,3777.29
2017-09-24,3662.12
2017-09-25,3927.5
2017-09-26,3895.51
2017-09-27,4208.56
2017-09-28,4185.29
2017-09-29,4164.1
2017-09-30,4353.05
2017-10-01,4394.64
2017-10-02,4404.1
2017-10-03,4320.09
2017-10-04,4225.92
2017-10-05,4322.75
2017-10-06,4370.24
2017-10-07,4437.03
2017-10-08,4596.96
2017-10-09,4772.97
2017-10-10,4754.7
2017-10-11,4830.77
2017-10-12,5439.13
2017-10-13,5640.13
2017-10-14,5809.69
2017-10-15,5697.39
2017-10-16,5754.22
2017-10-17,5595.23
2017-10-18,5572.2
2017-10-19,5699.58
2017-10-20,5984.09
2017-10-21,6013.23
2017-10-22,5984.96
2017-10-23,5895.3
2017-10-24,5518.85
2017-10-25,5733.9
2017-10-26,5888.14
2017-10-27,5767.68
2017-10-28,5732.82
2017-10-29,6140.53
2017-10-30,6121.8
2017-10-31,6447.67
2017-11-01,6750.17
2017-11-02,7030
2017-11-03,7161.45
2017-11-04,7387
2017-11-05,7382.45
2017-11-06,6958.21
2017-11-07,7118.8
2017-11-08,7458.79
2017-11-09,7146.78
2017-11-10,6570.31
2017-11-11,6337
2017-11-12,5857.32
2017-11-13,6517.68
2017-11-14,6598.77
2017-11-15,7279
2017-11-16,7843.94
2017-11-17,7689.91
2017-11-18,7776.94
2017-11-19,8033.94
2017-11-20,8238.2
2017-11-21,8095.59
2017-11-22,8230.69
2017-11-23,8002.64
2017-11-24,8201.46
2017-11-25,8763.78
2017-11-26,9326.59
2017-11-27,9739.05
2017-11-28,9908.23
2017-11-29,9816.35
2017-11-30,9916.54
2017-12-01,10859.56
2017-12-02,10895.01
2017-12-03,11180.89
2017-12-04,11616.85
2017-12-05,11696.06
2017-12-06,13708.99
2017-12-07,16858.02
2017-12-08,16057.14
2017-12-09,14913.4
2017-12-10,15036.96
2017-12-11,16699.68
2017-12-12,17178.1
2017-12-13,16407.2
2017-12-14,16531.08
2017-12-15,17601.94
2017-12-16,19343.04
2017-12-17,19086.64
2017-12-18,18960.52
2017-12-19,17608.35
2017-12-20,16454.72
2017-12-21,15561.05
2017-12-22,13857.14
2017-12-23,14548.71
2017-12-24,13975.44
2017-12-25,13917.03
2017-12-26,15745.26
2017-12-27,15378.28
2017-12-28,14428.76
2017-12-29,14427.87
2017-12-30,12629.81
2017-12-31,13860.14
2018-01-01,13412.44
2018-01-02,14740.76
2018-01-03,15134.65
2018-01-04,15155.23
2018-01-05,16937.17
2018-01-06,17135.84
2018-01-07,16178.49
2018-01-08,14970.36
2018-01-09,14439.47
2018-01-10,14890.72
2018-01-11,13287.26
2018-01-12,13812.71
2018-01-13,14188.78
2018-01-14,13619.03
2018-01-15,13585.9
2018-01-16,11348.02
2018-01-17,11141.25
2018-01-18,11250.65
2018-01-19,11514.92
2018-01-20,12759.64
2018-01-21,11522.86
2018-01-22,10772.15
2018-01-23,10839.83
2018-01-24,11399.52
2018-01-25,11137.24
2018-01-26,11090.06
2018-01-27,11407.15
2018-01-28,11694.47
2018-01-29,11158.39
2018-01-30,10035
2018-01-31,10166.51
2018-02-01,9052.58
2018-02-02,8827.63
2018-02-03,9224.39
2018-02-04,8186.65
2018-02-05,6914.26
2018-02-06,7700.39
2018-02-07,7581.8
2018-02-08,8237.24
2018-02-09,8689.84
2018-02-10,8556.61
2018-02-11,8070.8
2018-02-12,8891.21
2018-02-13,8516.24
2018-02-14,9477.84
2018-02-15,10016.49
2018-02-16,10178.71
2018-02-17,11092.15
2018-02-18,10396.63
2018-02-19,11159.72
2018-02-20,11228.24
2018-02-21,10456.17
2018-02-22,9830.43
2018-02-23,10149.46
2018-02-24,9682.38
2018-02-25,9586.46
2018-02-26,10313.08
2018-02-27,10564.42
2018-02-28,10309.64
2018-03-01,10907.59
2018-03-02,11019.52
2018-03-03,11438.65
2018-03-04,11479.73
2018-03-05,11432.98
2018-03-06,10709.53
2018-03-07,9906.8
2018-03-08,9299.28
2018-03-09,9237.05
2018-03-10,8787.16
2018-03-11,9532.74
2018-03-12,9118.27
2018-03-13,9144.15
2018-03-14,8196.9
2018-03-15,8256.99
2018-03-16,8269.33
2018-03-17,7862.11
2018-03-18,8196.02
2018-03-19,8594.19
2018-03-20,8915.9
2018-03-21,8895.4
2018-03-22,8712.89
2018-03-23,8918.74
2018-03-24,8535.89
2018-03-25,8449.83
2018-03-26,8138.34
2018-03-27,7790.16
2018-03-28,7937.2
2018-03-29,7086.49
2018-03-30,6844.32
2018-03-31,6926.02
2018-04-01,6816.74
2018-04-02,7049.79
2018-04-03,7417.89
2018-04-04,6789.3
2018-04-05,6774.75
2018-04-06,6620.41
2018-04-07,6896.28
2018-04-08,7022.71
2018-04-09,6773.94
2018-04-10,6830.9
2018-04-11,6939.55
2018-04-12,7916.37
2018-04-13,7889.23
2018-04-14,8003.68
2018-04-15,8357.04
2018-04-16,8051.34
2018-04-17,7890.15
2018-04-18,8163.69
2018-04-19,8273.74
2018-04-20,8863.5
2018-04-21,8917.6
2018-04-22,8792.83
2018-04-23,8938.3
2018-04-24,9652.16
2018-04-25,8864.09
2018-04-26,9279
2018-04-27,8978.33
2018-04-28,9342.47
2018-04-29,9392.03
2018-04-30,9244.32
2018-05-01,9067.71
2018-05-02,9219.86
2018-05-03,9734.67
2018-05-04,9692.72
2018-05-05,9826.6
2018-05-06,9619.14
2018-05-07,9362.53
2018-05-08,9180.16
2018-05-09,9306
2018-05-10,9014.61
2018-05-11,8406.17
2018-05-12,8467.66
2018-05-13,8688.03
2018-05-14,8675.21
2018-05-15,8474.24
2018-05-16,8340.3
2018-05-17,8058.6
2018-05-18,8240.72
2018-05-19,8234.15
2018-05-20,8520.81
2018-05-21,8395.23
2018-05-22,7983.52
2018-05-23,7502.56
2018-05-24,7578.69
2018-05-25,7460.69
2018-05-26,7334.16
2018-05-27,7344.97
2018-05-28,7105.67
2018-05-29,7460.58
2018-05-30,7375.67
2018-05-31,7487.19
2018-06-01,7518.24
2018-06-02,7636.19
2018-06-03,7711.36
2018-06-04,7490.59
2018-06-05,7616.89
2018-06-06,7655.98
2018-06-07,7688
2018-06-08,7616.1
2018-06-09,7497.34
2018-06-10,6765.8
2018-06-11,6877.18
2018-06-12,6548.33
2018-06-13,6299.52
2018-06-14,6637.74
2018-06-15,6410.72
2018-06-16,6485.87
2018-06-17,6443.67
2018-06-18,6709.48
2018-06-19,6737.41
2018-06-20,6758.38
2018-06-21,6717.2
2018-06-22,6053.9
2018-06-23,6170.56
2018-06-24,6150.19
2018-06-25,6247.47
2018-06-26,6074.92
2018-06-27,6132.56
2018-06-28,5848.26
2018-06-29,6203.9
2018-06-30,6387.31
2018-07-01,6347.86
2018-07-02,6613.27
2018-07-03,6504.93
2018-07-04,6584.77
2018-07-05,6531.2
2018-07-06,6600.99
2018-07-07,6755.56
2018-07-08,6704.18
2018-07-09,6664.21
2018-07-10,6302.49
2018-07-11,6381.87
2018-07-12,6245.63
2018-07-13,6217.61
2018-07-14,6247.23
2018-07-15,6349.04
2018-07-16,6726.4
2018-07-17,7314.94
2018-07-18,7378.76
2018-07-19,7470.82
2018-07-20,7330.54
2018-07-21,7404.29
2018-07-22,7396.29
2018-07-23,7717.5
2018-07-24,8397.63
2018-07-25,8166.76
2018-07-26,7929.61
2018-07-27,8183.02
2018-07-28,8229.96
2018-07-29,8215.56
2018-07-30,8168
2018-07-31,7726.89
2018-08-01,7603.75
2018-08-02,7535.02
2018-08-03,7415.56
2018-08-04,7009.09
2018-08-05,7026.99
2018-08-06,6937.07
2018-08-07,6717.21
2018-08-08,6280.58
2018-08-09,6537.9
2018-08-10,6143.3
2018-08-11,6233.38
2018-08-12,6312.83
2018-08-13,6252.37
2018-08-14,6192.31
2018-08-15,6270.04
2018-08-16,6314.24
2018-08-17,6583.24
2018-08-18,6395.35
2018-08-19,6485.75
2018-08-20,6256.61
2018-08-21,6477.38
2018-08-22,6357.59
2018-08-23,6525.61
2018-08-24,6692.62
2018-08-25,6732.5
2018-08-26,6707.63
2018-08-27,6907.66
2018-08-28,7076.74
2018-08-29,7035.81
2018-08-30,6982.4
2018-08-31,6984.4635493265
2018-09-01,7012.3385611872
2018-09-02,7200.1050176803
2018-09-03,7302.9686561586
2018-09-04,7263.0672965937
2018-09-05,7360.2386547
2018-09-06,6699.2135139688
2018-09-07,6515.3936968477
2018-09-08,6399.6028203624
2018-09-09,6183.9777801483
2018-09-10,6249.0762356232
2018-09-11,6275.6985978284
2018-09-12,6275.2039362108
2018-09-13,6277.2328882184
2018-09-14,6283.4627243344
2018-09-15,6284.4863926488
2018-09-16,6280.0413137918
2018-09-17,6281.6452841577
2018-09-18,6273.3368459678
2018-09-19,6277.4841075341
2018-09-20,6282.6202583322
2018-09-21,6283.1655032112
2018-09-22,6318.9606307336
2018-09-23,6296.7245188778
2018-09-24,6289.2774151827
2018-09-25,6583.0269349145
2018-09-26,6444.7811334276
2018-09-27,6464.9491808359
2018-09-28,6688.2837881964
2018-09-29,6637.8736742584
2018-09-30,6598.9254925803
2018-10-01,6625.6988754203
2018-10-02,6608.5729799507
2018-10-03,6532.6859434897
2018-10-04,6506.5922126198
2018-10-05,6594.3561610255
2018-10-06,6634.1342411636
2018-10-07,6597.984474495
2018-10-08,6614.1037057674
2018-10-09,6665.4434061408
2018-10-10,6653.377817216
2018-10-11,6628.470052521
2018-10-12,6253.4635905712
2018-10-13,6295.9858652671
2018-10-14,6329.9770498309
2018-10-15,6341.3807216161
2018-10-16,6752.3740619828
2018-10-17,6760.2308575183
2018-10-18,6450.0646630793
2018-10-19,6383.7520516123
2018-10-20,6360.8451108912
2018-10-21,6403.1410913629
2018-10-22,6420.6336943485
2018-10-23,6405.565597493
2018-10-24,6402.0225495307
2018-10-25,6412.5667167466
2018-10-26,6380.1492221983
2018-10-27,6399.0898954113
2018-10-28,6441.7390651572
2018-10-29,6428.5956913533
2018-10-30,6260.9988904073
2018-10-31,6289.3699288616
2018-11-01,6319.0609145962
2018-11-02,6351.1874346911
2018-11-03,6360.7198111446
2018-11-04,6348.2003302463
2018-11-05,6426.7164881065
2018-11-06,6404.3578774941
2018-11-07,6456.1164413039
2018-11-08,6518.3362293366
2018-11-09,6411.4433352281
2018-11-10,6338.7534660684
2018-11-11,6360.0054354889
2018-11-12,6370.4238364292
2018-11-13,6321.564292029
2018-11-14,6258.9273072909
2018-11-15,5618.7842370373
2018-11-16,5573.0007067294
2018-11-17,5513.4743932925
2018-11-18,5515.1671983459
2018-11-19,5577.0593225403
2018-11-20,4740.8515463025
2018-11-21,4365.3482590849
2018-11-22,4536.7202092937
2018-11-23,4272.4142816809
2018-11-24,4287.8102624094
2018-11-25,3788.2898423763
2018-11-26,3927.9749288937
2018-11-27,3716.6719060754
2018-11-28,3766.9887316709
2018-11-29,4220.326177902
2018-11-30,4241.7440102033
2018-12-01,3979.0750014814
2018-12-02,4138.4912049841
2018-12-03,4092.8450693232
2018-12-04,3839.5106159661
2018-12-05,3901.2252792665
2018-12-06,3696.3530273126
2018-12-07,3436.4975777881
2018-12-08,3376.0230593835
2018-12-09,3397.0301980706
2018-12-10,3528.1295290983
2018-12-11,3409.1631157384
2018-12-12,3345.3157638372
2018-12-13,3427.0499150466
2018-12-14,3261.7127074744
2018-12-15,3192.7698379312
2018-12-16,3178.4240101879
2018-12-17,3199.1665407447
2018-12-18,3495.0123883049
2018-12-19,3664.6775733421
2018-12-20,3684.2438120732
2018-12-21,4076.7115460673
2018-12-22,3838.2415058788
2018-12-23,3980.3635829501
2018-12-24,3942.7352557382
2018-12-25,4030.0032775803
2018-12-26,3778.2499003214
2018-12-27,3809.2954249473
2018-12-28,3587.622019472
2018-12-29,3884.5472196
2018-12-30,3684.2438120732
2018-12-31,3689.5646203364
2019-01-01,3715.5644411293
2019-01-02,3882.304754348
2019-01-03,3795.5927412969
2019-01-04,3812.3811076791
2019-01-05,3809.9143429619
2019-01-06,4014.1331870739
2019-01-07,3989.6317409326
2019-01-08,3992.9861439065
2019-01-09,3995.3251931641
2019-01-10,3617.3462911588
2019-01-11,3606.1648903844
2019-01-12,3611.5282378524
2019-01-13,3497.6693915005
2019-01-14,3654.3470673605
2019-01-15,3568.7512587366
2019-01-16,3593.7217397683
2019-01-17,3623.717336702
2019-01-18,3605.8551868777
2019-01-19,3690.9085636878
2019-01-20,3544.2217242808
2019-01-21,3528.4635294479
2019-01-22,3581.5519472363
2019-01-23,3549.770799097
2019-01-24,3562.9204764613
2019-01-25,3566.6661636996
2019-01-26,3563.2780095528
2019-01-27,3539.6209472447
2019-01-28,3425.2621611882
2019-01-29,3395.0186452497
2019-01-30,3441.0322154158
2019-01-31,3420.633226576
2019-02-01,3439.8056988758
2019-02-02,3433.0352852216
2019-02-03,3404.499313399
2019-02-04,3412.2304311019
2019-02-05,3419.7678987458
2019-02-06,3367.5190315823
2019-02-07,3360.534075862
2019-02-08,3591.0221518825
2019-02-09,3617.4646801319
2019-02-10,3621.1540027134
2019-02-11,3593.1831765659
2019-02-12,3579.3418810265
2019-02-13,3569.5548327757
2019-02-14,3558.3968581047
2019-02-15,3566.2477646317
2019-02-16,3596.4051912371
2019-02-17,3606.1519884106
2019-02-18,3865.3181649793
2019-02-19,3904.4829202328
2019-02-20,3924.7398439211
2019-02-21,3889.7584851849
2019-02-22,3933.6075896328
2019-02-23,4105.1127585961
2019-02-24,3763.6205157956
2019-02-25,3819.8653414425
2019-02-26,3797.5817895103
2019-02-27,3772.9363353275
2019-02-28,3799.678542951
2019-03-01,3811.6119793671
2019-03-02,3804.4191701095
2019-03-03,3782.6641011218
2019-03-04,3689.8628931904
2019-03-05,3832.0808847342
2019-03-06,3848.9563696825
2019-03-07,3859.8399833296
2019-03-08,3828.3719040694
2019-03-09,3898.8684595605
2019-03-10,3899.6558689562
2019-03-11,3851.2491896498
2019-03-12,3866.2959463248
2019-03-13,3846.2744415121
2019-03-14,3855.7443626577
2019-03-15,3892.0523011383
2019-03-16,3985.8512364813
2019-03-17,3970.3890446061
2019-03-18,3974.4157640954
2019-03-19,3996.037130764
2019-03-20,4027.7873954939
2019-03-21,3974.8114294551
2019-03-22,3987.3052249052
2019-03-23,3977.707443288
2019-03-24,3968.4387009854
2019-03-25,3913.7817170518
2019-03-26,3915.3753197805
2019-03-27,4018.5905096995
2019-03-28,4008.3708718477
2019-03-29,4080.2601141916
2019-03-30,4081.2216046987
2019-03-31,4094.7047913777
2019-04-01,4135.1849399747
2019-04-02,4818.7706353498
2019-04-03,5102.1507526415
2019-04-04,4875.5994313973
2019-04-05,5030.9332705867
2019-04-06,5028.3210819427
2019-04-07,5198.1731702888
2019-04-08,5260.2050430865
2019-04-09,5179.997649218
2019-04-10,5283.543757825
2019-04-11,5049.6058235388
2019-04-12,5077.5158640878
2019-04-13,5066.8670401606
2019-04-14,5158.3874010066
2019-04-15,5045.6751659083
2019-04-16,5184.2044677779
2019-04-17,5220.9599338197
2019-04-18,5276.5589823291
2019-04-19,5266.6612458779
2019-04-20,5292.1483296981
2019-04-21,5276.5583181647
2019-04-22,5398.4334166027
2019-04-23,5552.5219105461
2019-04-24,5432.9910174238
2019-04-25,5132.227526274
2019-04-26,5151.5745281681
2019-04-27,5200.1932393191
2019-04-28,5152.5457396305
2019-04-29,5151.4334996793
2019-04-30,5277.4444688896
2019-05-01,5297.9424922151
2019-05-02,5405.8780670084
2019-05-03,5697.6790537992
2019-05-04,5812.3317793033
2019-05-05,5713.0350518135
2019-05-06,5706.0084207883
2019-05-07,5899.5296934602
2019-05-08,5932.4413913918
2019-05-09,6159.6859018287
2019-05-10,6387.829450439
2019-05-11,7254.8055361621
2019-05-12,6992.7066614624
2019-05-13,7906.9408350528
2019-05-14,7928.4174163467
2019-05-15,8177.4535191838
2019-05-16,7820.0762428219
2019-05-17,7243.650538964
2019-05-18,7295.6497288231
2019-05-19,8221.2593953546
2019-05-20,7917.0124987984
2019-05-21,7961.1287431622
2019-05-22,7723.9038796248
2019-05-23,7903.8469103955
2019-05-24,8038.5067907549
2019-05-25,8089.5701634982
2019-05-26,8653.1423680221
2019-05-27,8800.3466061527
2019-05-28,8719.3314849999
2019-05-29,8672.4001072907
2019-05-30,8287.0402563223
2019-05-31,8513.2038819334
2019-06-01,8588.4795049694
2019-06-02,8744.2655607165
2019-06-03,8474.0482291229
2019-06-04,7645.5725139007
2019-06-05,7790.3211349552
2019-06-06,7730.8817258862
2019-06-07,8030.2560794416
2019-06-08,7949.425798625
2019-06-09,7600.9224920885
2019-06-10,7954.0062377205
2019-06-11,7903.6252503798
2019-06-12,8151.7886797815
2019-06-13,8256.7200994618
2019-06-14,8667.7879539941
2019-06-15,8836.1684129096
2019-06-16,9061.5404606385
2019-06-17,9346.9750871976
2019-06-18,9012.4878496522
2019-06-19,9259.1236383919
2019-06-20,9559.9006885716
2019-06-21,9906.407965055
2019-06-22,10461.4121688088
2019-06-23,10843.5709747797
2019-06-24,10996.4597495353
2019-06-25,11665.4096837335
2019-06-26,12444.9258599878
2019-06-27,11086.2688286526
2019-06-28,12316.9530120207
2019-06-29,12024.0809722046
2019-06-30,10932.3105071733
2019-07-01,10454.6838183291
2019-07-02,10800.1301399504
2019-07-03,11942.2402247929
2019-07-04,11645.5246063376
2019-07-05,10946.2090547386
2019-07-06,11219.0460004352
2019-07-07,11422.1144680283
2019-07-08,12335.9993946484
2019-07-09,12575.904067439
2019-07-10,12054.1837934894
2019-07-11,11324.1446969751
2019-07-12,11802.9599635884
2019-07-13,11279.6027356333
2019-07-14,10506.3958273087
2019-07-15,10934.4827395525
2019-07-16,9490.4105157548
2019-07-17,9733.1321340919
2019-07-18,10603.3488731713
2019-07-19,10466.2609381509
2019-07-20,10983.2160020296
2019-07-21,10551.1316333347
2019-07-22,10285.6392306749
2019-07-23,10027.5326122485
2019-07-24,9771.5047613175
2019-07-25,9897.4293515161
2019-07-26,9812.2263505784
2019-07-27,9440.1400373076
2019-07-28,9495.855261405
2019-07-29,9506.704273142
2019-07-30,9572.735371803
2019-07-31,10005.2944733245
2019-08-01,10385.2006061246
2019-08-02,10513.9114715942
2019-08-03,10831.2598554087
2019-08-04,10985.8075416287
2019-08-05,11811.7870541507
2019-08-06,11310.187223605
2019-08-07,11956.0472230184
2019-08-08,11817.4554825164
2019-08-09,11827.5745716918
2019-08-10,11278.2812549022
2019-08-11,11485.3657829898
2019-08-12,11391.9686539038
2019-08-13,10869.3791128623
2019-08-14,10211.4985816982
2019-08-15,10386.5395500195
2019-08-16,10388.4505925604
2019-08-17,10212.1014417394
2019-08-18,10335.3728385716
2019-08-19,10774.8103058331
2019-08-20,10818.5070076193
2019-08-21,10064.9167944793
2019-08-22,10161.1647494901
2019-08-23,10364.2813536875
2019-08-24,10171.4974606754
2019-08-25,10068.922419922
2019-08-26,10312.2150398496
2019-08-27,10122.1965329581
2019-08-28,9743.1620510451
2019-08-29,9487.9764335192
2019-08-30,9590.7363369227
2019-08-31,9624.9839105321
2019-09-01,9780.6678970327
2019-09-02,10381.8559592516
2019-09-03,10691.31129913
2019-09-04,10555.0469008368
2019-09-05,10576.3178915251
2019-09-06,10334.0238858467
2019-09-07,10495.2273642085
2019-09-08,10402.7965306911
2019-09-09,10332.9421881057
2019-09-10,10082.9468264833
2019-09-11,10152.7529840771
2019-09-12,10396.7672047403
2019-09-13,10299.4769604855
2019-09-14,10351.2320218437
2019-09-15,10302.1907136783
2019-09-16,10301.6596516938
2019-09-17,10231.4215119596
2019-09-18,10168.2877093815
2019-09-19,10223.5055788024
2019-09-20,10138.3352052234
2019-09-21,9984.520515967
2019-09-22,10031.8667089936
2019-09-23,9719.7186961077
2019-09-24,8688.9735259572
2019-09-25,8438.7085524873
2019-09-26,8103.2108995944
2019-09-27,8195.2106969967
2019-09-28,8146.4140320046
2019-09-29,8085.7132904218
2019-09-30,8241.3414700027
2019-10-01,8333.6891904217
2019-10-02,8273.4640176573
2019-10-03,8203.8438327979
2019-10-04,8163.9026381024
2019-10-05,8137.1466890387
2019-10-06,7853.6933048347
2019-10-07,8236.2083793045
2019-10-08,8201.6378181926
2019-10-09,8572.3808124348
2019-10-10,8582.1445177037
2019-10-11,8320.1715813968
2019-10-12,8328.6042603935
2019-10-13,8282.1773258265
2019-10-14,8337.8189985374
2019-10-15,8170.8196966625
2019-10-16,8003.8203947876
2019-10-17,8058.0580811125
2019-10-18,7970.2394756046
2019-10-19,7943.3471070605
2019-10-20,8200.3187633988
2019-10-21,8200.2460994923
2019-10-22,8200.2460994923
2019-10-23,8073.4095438836
2019-10-24,7420.4158364928
2019-10-25,7460.6174159279
2019-10-26,8591.2238974163
2019-10-27,9171.3065318558
2019-10-28,9578.3675560737
2019-10-29,9458.2233596272
2019-10-30,9455.7246926058
2019-10-31,9225.9954793378
2019-11-01,9131.4106303055
2019-11-02,9197.6323446207
2019-11-03,9290.8966023936
2019-11-04,9202.41545055
2019-11-05,9369.6280811552
2019-11-06,9326.5996237841
2019-11-07,9335.7524023305
2019-11-08,9226.4858208826
2019-11-09,8794.3586445233
2019-11-10,8798.0420546256
2019-11-11,9081.1868784913
2019-11-12,8711.5343391679
2019-11-13,8760.8927181435
2019-11-14,8749.520591019
2019-11-15,8656.970922354
2019-11-16,8500.6435581622
2019-11-17,8469.2608988992
2019-11-18,8537.3396519676
2019-11-19,8205.8063659942
2019-11-20,8118.4885358003
2019-11-21,8074.8431736099
2019-11-22,7612.7405735024
2019-11-23,7262.1105349483
2019-11-24,7303.4057585242
2019-11-25,7041.7329364242
2019-11-26,7211.8618087461
2019-11-27,7141.0694486947
2019-11-28,7523.4806726005
2019-11-29,7390.207469227
2019-11-30,7729.265938935
2019-12-01,7542.2356086361
2019-12-02,7381.9630078152
2019-12-03,7333.4329304881
2019-12-04,7315.3677645579
2019-12-05,7213.7337617194
2019-12-06,7398.7870496069
2019-12-07,7511.8805831153
2019-12-08,7532.1235130864
2019-12-09,7550.2391998746
2019-12-10,7333.0960431601
2019-12-11,7239.762575441
2019-12-12,7198.0666770463
2019-12-13,7190.2723692612
2019-12-14,7238.8743229875
2019-12-15,7087.0249853497
2019-12-16,7112.7314761241
2019-12-17,6883.4963937703
2019-12-18,6584.0288433458
2019-12-19,7424.0154002314
2019-12-20,7147.5683237876
2019-12-21,7139.9333705301
2019-12-22,7286.3350811573
2019-12-23,7236.9862046092
2019-12-24,7166.1723785327
2019-12-25,7235.6266504955
2019-12-26,7212.8093952216
2019-12-27,7183.7065360296
2019-12-28,7227.2937116818
2019-12-29,7311.560643923
2019-12-30,7385.464847913
2019-12-31,7251.2767943228
2020-01-01,7179.9578192867
2020-01-02,7174.7440119511
2020-01-03,6955.4875796712
2020-01-04,7291.2195053189
2020-01-05,7337.6366701377
2020-01-06,7347.4332644392
2020-01-07,7713.8607536496
2020-01-08,8039.6037008183
2020-01-09,8067.6063690564
2020-01-10,7808.7013638165
2020-01-11,8087.4528852359
2020-01-12,8078.9935319903
2020-01-13,8149.3137171468
2020-01-14,8116.9610079465
2020-01-15,8735.1424391365
2020-01-16,8843.6757322237
2020-01-17,8711.6375778988
2020-01-18,8925.2990284456
2020-01-19,8939.8643002492
2020-01-20,8638.1814404614
2020-01-21,8652.6837629859
2020-01-22,8708.786013433
2020-01-23,8635.0743569587
2020-01-24,8384.0887767671
2020-01-25,8451.2322960209
2020-01-26,8347.567505406
2020-01-27,8562.307470442
2020-01-28,8881.9623914604
2020-01-29,9131.1149880642
2020-01-30,9320.9784062486
2020-01-31,9545.0779565894
2020-02-01,9388.8807518859
2020-02-02,9363.1933827575
2020-02-03,9385.2603858419
2020-02-04,9269.7070348447
2020-02-05,9177.8946372066
2020-02-06,9625.4566372011
2020-02-07,9681.3774113095
2020-02-08,9795.3440659492
2020-02-09,9927.7782564213
2020-02-10,10132.706499106
2020-02-11,9838.9000162764
2020-02-12,10236.6351482326
2020-02-13,10364.9262882252
2020-02-14,10218.0997373046
2020-02-15,10367.5279981077
2020-02-16,9926.353690569
2020-02-17,9876.2349632052
2020-02-18,9636.6240948155
2020-02-19,10189.9959829746
2020-02-20,9701.0371914987
2020-02-21,9631.4849459561
2020-02-22,9670.8586543715
2020-02-23,9689.0867428481
2020-02-24,9919.5514478418
2020-02-25,9640.4695050585
2020-02-26,9392.8696287195
2020-02-27,8787.9783631624
2020-02-28,8784.9953524383
2020-02-29,8778.4705108021
2020-03-01,8639.5914172977
2020-03-02,8548.9483224221
2020-03-03,8923.0443982559
2020-03-04,8791.1120581303
2020-03-05,8756.9610624113
2020-03-06,9078.5787771302
2020-03-07,9126.6368222216
2020-03-08,8925.2134877789
2020-03-09,8166.3138940249
2020-03-10,7875.7508752183
2020-03-11,7959.2282742121
2020-03-12,7955.3062841815
2020-03-13,5800.2089048343
2020-03-14,5672.6812010316
2020-03-15,5304.149952186
2020-03-16,5355.1873735338
2020-03-17,4944.7023359837
2020-03-18,5465.582594124
2020-03-19,5363.8228532507
2020-03-20,6301.0634040737
2020-03-21,6185.2798385235
2020-03-22,6187.0537502172
2020-03-23,5884.3401334651
2020-03-24,6455.4546882515
2020-03-25,6784.3180114254
2020-03-26,6706.9850891337
2020-03-27,6721.4953923809
2020-03-28,6682.7800491951
2020-03-29,6229.4883428258
2020-03-30,5922.4898350924
2020-03-31,6483.7394455297
2020-04-01,6446.4213468415
2020-04-02,6537.3364615033
2020-04-03,6850.5587116906
2020-04-04,6776.370093566
2020-04-05,6855.9332644576
2020-04-06,6805.3622868989
2020-04-07,7278.2439697658
2020-04-08,7175.6674765579
2020-04-09,7367.2933984502
2020-04-10,7321.8166138877
2020-04-11,6866.3981890103
2020-04-12,6873.848495157
2020-04-13,7043.4388635241
2020-04-14,6889.8637723481
